Date,Close_AMZN,Close_GOOGL,Close_META,Close_MSFT,Close_NVDA,Close_SPY,Close_TSLA,High_AMZN,High_GOOGL,High_META,High_MSFT,High_NVDA,High_SPY,High_TSLA,Low_AMZN,Low_GOOGL,Low_META,Low_MSFT,Low_NVDA,Low_SPY,Low_TSLA,Open_AMZN,Open_GOOGL,Open_META,Open_MSFT,Open_NVDA,Open_SPY,Open_TSLA,Volume_AMZN,Volume_GOOGL,Volume_META,Volume_MSFT,Volume_NVDA,Volume_SPY,Volume_TSLA
2014-01-16,19.790000915527344,28.697250366210938,56.74469757080078,30.47141456604004,0.37855803966522217,149.7986602783203,11.39799976348877,19.964500427246094,28.739690958702667,57.56823672130556,30.562275890409712,0.3792651891666078,149.9936093168865,11.513333320617676,19.470500946044922,28.49323095637627,56.387503834371486,29.992331879775016,0.3757294697590798,149.31942450203445,10.826666831970215,19.68400001525879,28.52053216568497,56.81415222385604,30.30621244454685,0.37737946652937954,149.68494310438396,10.833333015441895,52024000,67288644,34541800,38018700,220652000,72290600,179391000
2014-01-17,19.980499267578125,28.556026458740234,55.86162567138672,30.050153732299805,0.37690797448158264,149.1650848388672,11.333999633789062,20.17449951171875,28.806706891140415,57.36979081779115,30.421857737493866,0.38303656491531146,149.82302077302361,11.546667098999023,19.683000564575195,28.3989177496034,55.633416994528716,29.860172385415847,0.3745508286377477,148.90516519311342,11.196666717529297,19.71299934387207,28.712887353390823,56.85383928467953,30.421857737493866,0.37855797095238813,149.53873404780046,11.345999717712402,90102000,107943948,40849200,46267500,340400000,107848700,138093000
2014-01-21,20.352500915527344,28.882905960083008,58.054420471191406,29.876699447631836,0.3783222436904907,149.6037139892578,11.778667449951172,20.389999389648438,28.890351745169596,58.12387891065138,30.413605757067582,0.3806793893502937,150.08296216859395,11.81933307647705,20.079999923706055,28.575139276315923,56.060072649415225,29.785841239992013,0.37431510168870413,148.68585835213213,11.387332916259766,20.149999618530273,28.81415351770827,56.1592925029384,30.413605757067582,0.3773793685669339,150.0260973834595,11.416000366210938,62442000,79116804,48669200,31567300,246076000,88621200,146020500
2014-01-22,20.226999282836914,28.915666580200195,57.06221008300781,29.678449630737305,0.3778509199619293,149.70123291015625,11.904000282287598,20.402999877929688,28.986899054372177,58.84819782926378,30.000592050536618,0.3795009167396469,149.92054908926158,12.021332740783691,20.100000381469727,28.762776398416808,56.655402604137294,29.52976802914246,0.3733723251659529,149.38444838222446,11.650667190551758,20.399999618530273,28.955129616814236,58.39177663577892,29.951030466348822,0.3790294931030705,149.85556605862868,11.854000091552734,41210000,62793144,61352900,21904300,337940000,61270900,105339000
2014-01-23,19.993499755859375,28.793554306030273,56.189056396484375,29.785829544067383,0.376436710357666,148.47470092773438,12.100000381469727,20.308500289916992,28.85287277152638,56.2386663187515,29.843649813029305,0.3806795802933487,148.97018569995552,12.158666610717773,19.88949966430664,28.65133527244935,55.25637320388689,29.339784768388277,0.37360813976701324,147.68681110395255,11.561332702636719,20.049999237060547,28.791072377697496,55.931078744704216,29.81060875906011,0.37667243628163993,148.94581861232547,11.815333366394043,60508000,77886036,47951800,43954000,185028000,132496900,118011000
2014-01-24,19.3799991607666,27.89333724975586,54.02603530883789,30.40534210205078,0.36677226424217224,145.3068084716797,11.640000343322754,20.010000228881836,28.630984518480723,55.9806936729133,31.016585985867234,0.37478657746268956,147.55679718908982,12.031999588012695,19.363500595092773,27.87273648769128,53.97642538213452,30.174057822174856,0.36677226424217224,145.25807431222364,11.5686674118042,19.908000946044922,28.56794126810752,55.71279931171612,30.933986482963086,0.3733722786298345,147.50806302963377,11.856666564941406,89168000,155544300,55200700,76395500,246696000,208677100,114964500
2014-01-27,19.31399917602539,27.332408905029297,53.13303756713867,29.76104736328125,0.3644150197505951,144.592041015625,11.307999610900879,19.704999923706055,27.959608529687056,54.51221386668523,30.471414273197173,0.3719578792550261,145.818575483929,11.861332893371582,19.024499893188477,26.86182427150538,51.44627368873858,29.719747621046956,0.36229357207474977,143.8691218974685,10.980667114257812,19.524999618530273,27.949680815307655,54.30384991891082,30.454893746109782,0.3667721651019416,145.44492618506118,11.677332878112793,78736000,173969856,73924100,44420800,233812000,180843100,130746000
2014-01-28,19.721500396728516,27.872983932495117,54.710662841796875,29.95929527282715,0.3679508864879608,145.4530029296875,11.892000198364258,19.73699951171875,27.94099103868417,54.84957215427233,30.058415300050363,0.3681866123581216,145.6398213127961,11.932000160217285,19.356000900268555,27.548587198402828,53.579539828788306,29.52977095356808,0.36229371849870523,144.68133753246457,11.399999618530273,19.3700008392334,27.558019282727127,53.59938455699835,29.83539287557149,0.36370801752086923,144.6975863814167,11.433333396911621,57890000,88319592,48191200,36205500,167996000,110463200,91401000
2014-01-29,19.209999084472656,27.4736328125,53.11319351196289,30.281435012817383,0.3644150197505951,144.05587768554688,11.682000160217285,19.642499923706055,27.84171111997812,54.52213881113127,30.46315767226067,0.36865788700289664,145.03059777378925,11.939332962036133,19.16200065612793,27.287484397950973,52.77584073202071,29.653670695328373,0.3641792939757048,143.67411035523088,11.541999816894531,19.607999801635742,27.776435645979333,54.18478603118909,29.71974965723684,0.3665364393270513,144.24269604051906,11.686667442321777,67646000,95100804,92995600,52745900,162944000,216597300,89032500
2014-01-30,20.15049934387207,28.180253982543945,60.604408264160156,30.446643829345703,0.3705437481403351,145.58294677734375,12.189332962036133,20.3125,28.604675089999805,62.013349753768416,30.46316436119245,0.3712508976313372,146.05406421144534,12.3186674118042,19.385000228881836,27.978220848645538,59.98923310940674,29.926258104565626,0.3653580039392528,144.79504497823723,11.800666809082031,19.688499450683594,28.418774490730804,61.636307527467046,30.388823543366726,0.3665365770577897,145.25804418552718,11.866666793823242,209478000,203452344,150178900,35036300,202896000,118938100,128475000
2014-01-31,17.934499740600586,29.311542510986328,62.08280563354492,31.256128311157227,0.3700723946094513,144.7301025390625,12.093999862670898,18.772499084472656,29.449788933019075,62.87657576913152,31.29742806175772,0.3721938153848834,145.6317217373915,12.399999618530273,17.88800048828125,28.570915869819636,59.70149144179055,30.19883957113349,0.3651223753342365,143.70664793321995,11.900667190551758,18.58799934387207,29.072774217388506,59.999158554505776,30.520982037173912,0.36535807314294844,143.7797491777281,11.923333168029785,323096000,222429348,87794600,93162300,335348000,194677900,97632000
2014-02-03,17.3075008392334,28.131608963012695,61.00129699707031,30.132755279541016,0.36512231826782227,141.47291564941406,11.807332992553711,18.042499542236328,29.33016096059897,63.273467247749615,31.380028454255193,0.37313660449954217,144.8844435832325,12.325332641601562,17.0049991607666,28.096364444140523,60.22737153273206,30.091455531914516,0.3637080192389773,141.19674711443565,11.677332878112793,17.948999404907227,29.26761522888996,62.5392274542787,31.173526565153924,0.37266518085639405,144.55954088258068,12.192667007446289,205616000,182581236,74866600,64063100,431728000,254837100,101473500
2014-02-04,17.397499084472656,28.249006271362305,62.26140594482422,30.025367736816406,0.3672437071800232,142.4638671875,11.915332794189453,17.700000762939453,28.66697284930609,62.64836865904151,30.7192140790216,0.36795085663372956,142.82938577859557,12.106666564941406,17.201000213623047,28.22046409486662,61.33864695630852,29.942768257183857,0.36300083855718296,141.42416380230986,11.74666690826416,17.47949981689453,28.2447858580695,61.56685563943681,30.53749459363636,0.3648865610672673,142.10646682492052,12.046667098999023,96258000,112363524,45985500,54697900,280692000,165012400,70294500
2014-02-05,17.322500228881836,28.37409782409668,61.70576095581055,29.58759117126465,0.3639439046382904,142.2852020263672,11.628000259399414,17.4685001373291,28.56198472235339,62.668209336149395,30.12449735697805,0.3658296281368553,142.60198653585132,12.03933334350586,16.886499404907227,27.997332769594657,60.79292628228891,29.5710706415999,0.3611153053407366,141.09929587055274,11.290666580200195,17.299999237060547,28.37856605190029,62.25148145084459,29.975815740964148,0.36465105446267887,141.96841751688305,11.886667251586914,88708000,95684220,51685100,55814400,214676000,164230500,109020000
